ciudad_origen,ciudad_destino,hora_salida,hora_llegada,duracion_viaje,precio,tipo
Castejón,Calahorra,2024-12-08 12:00:00,2024-12-08 12:16:00,16.0,8.48,tren
Calahorra,Logroño,2024-12-08 12:17:00,2024-12-08 12:52:00,35.0,12.89,tren
Logroño,Haro,2024-12-08 12:53:00,2024-12-08 13:36:00,43.0,14.75,tren
Haro,Miranda de Ebro,2024-12-08 13:37:00,2024-12-08 13:51:00,14.0,8.02,tren
Miranda de Ebro,Bilbao,2024-12-08 13:54:00,2024-12-08 15:36:00,102.0,28.44,tren
Barcelona,la Secuita,2024-12-15 08:45:00,2024-12-15 09:20:00,35.0,12.89,tren
la Secuita,Lérida,2024-12-15 09:22:00,2024-12-15 09:57:00,35.0,12.89,tren
Lérida,Zaragoza,2024-12-15 09:59:00,2024-12-15 10:45:00,46.0,15.44,tren
Zaragoza,Tudela,2024-12-15 10:48:00,2024-12-15 11:33:00,45.0,15.21,tren
Tudela,Castejón,2024-12-15 11:34:00,2024-12-15 11:45:00,11.0,7.32,tren
Castejón,Calahorra,2024-12-15 12:00:00,2024-12-15 12:16:00,16.0,8.48,tren
Calahorra,Logroño,2024-12-15 12:17:00,2024-12-15 12:52:00,35.0,12.89,tren
Logroño,Haro,2024-12-15 12:53:00,2024-12-15 13:36:00,43.0,14.75,tren
Haro,Miranda de Ebro,2024-12-15 13:37:00,2024-12-15 13:51:00,14.0,8.02,tren
Miranda de Ebro,Bilbao,2024-12-15 13:54:00,2024-12-15 15:36:00,102.0,28.44,tren
Valencia,Castellón de la Plana,2024-10-28 17:30:00,2024-10-28 18:19:00,49.0,16.14,tren
Castellón de la Plana,Benicarló,2024-10-28 18:21:00,2024-10-28 19:02:00,41.0,14.28,tren
Benicarló,Vinaròs,2024-10-28 19:03:00,2024-10-28 19:07:00,4.0,5.7,tren
Vinaròs,l'Aldea,2024-10-28 19:08:00,2024-10-28 19:23:00,15.0,8.25,tren
l'Aldea,la Secuita,2024-10-28 19:24:00,2024-10-28 20:11:00,47.0,15.68,tren
la Secuita,Barcelona,2024-10-28 20:13:00,2024-10-28 20:57:00,44.0,14.98,tren
Valencia,Castellón de la Plana,2024-11-05 17:30:00,2024-11-05 18:19:00,49.0,16.14,tren
Castellón de la Plana,Benicarló,2024-11-05 18:21:00,2024-11-05 19:02:00,41.0,14.28,tren
Benicarló,Vinaròs,2024-11-05 19:03:00,2024-11-05 19:07:00,4.0,5.7,tren
Vinaròs,l'Aldea,2024-11-05 19:08:00,2024-11-05 19:23:00,15.0,8.25,tren
l'Aldea,la Secuita,2024-11-05 19:24:00,2024-11-05 20:11:00,47.0,15.68,tren
la Secuita,Barcelona,2024-11-05 20:13:00,2024-11-05 20:57:00,44.0,14.98,tren
Valencia,Castellón de la Plana,2024-12-08 17:30:00,2024-12-08 18:19:00,49.0,16.14,tren
Castellón de la Plana,Benicarló,2024-12-08 18:21:00,2024-12-08 19:02:00,41.0,14.28,tren
Benicarló,Vinaròs,2024-12-08 19:03:00,2024-12-08 19:07:00,4.0,5.7,tren
Vinaròs,l'Aldea,2024-12-08 19:08:00,2024-12-08 19:23:00,15.0,8.25,tren
l'Aldea,la Secuita,2024-12-08 19:24:00,2024-12-08 20:11:00,47.0,15.68,tren
la Secuita,Barcelona,2024-12-08 20:13:00,2024-12-08 20:57:00,44.0,14.98,tren
Barcelona,la Secuita,2024-10-28 11:05:00,2024-10-28 11:41:00,36.0,13.12,tren
la Secuita,l'Aldea,2024-10-28 11:43:00,2024-10-28 12:32:00,49.0,16.14,tren
l'Aldea,Vinaròs,2024-10-28 12:34:00,2024-10-28 12:48:00,14.0,8.02,tren
Vinaròs,Benicarló,2024-10-28 12:50:00,2024-10-28 12:56:00,6.0,6.16,tren
Benicarló,Castellón de la Plana,2024-10-28 12:58:00,2024-10-28 13:30:00,32.0,12.19,tren
Castellón de la Plana,Valencia,2024-10-28 13:32:00,2024-10-28 14:32:00,60.0,18.69,tren
Barcelona,la Secuita,2024-11-05 11:05:00,2024-11-05 11:41:00,36.0,13.12,tren
la Secuita,l'Aldea,2024-11-05 11:43:00,2024-11-05 12:32:00,49.0,16.14,tren
l'Aldea,Vinaròs,2024-11-05 12:34:00,2024-11-05 12:48:00,14.0,8.02,tren
Vinaròs,Benicarló,2024-11-05 12:50:00,2024-11-05 12:56:00,6.0,6.16,tren
Benicarló,Castellón de la Plana,2024-11-05 12:58:00,2024-11-05 13:30:00,32.0,12.19,tren
Castellón de la Plana,Valencia,2024-11-05 13:32:00,2024-11-05 14:32:00,60.0,18.69,tren
Barcelona,la Secuita,2024-12-08 11:05:00,2024-12-08 11:41:00,36.0,13.12,tren
la Secuita,l'Aldea,2024-12-08 11:43:00,2024-12-08 12:32:00,49.0,16.14,tren
l'Aldea,Vinaròs,2024-12-08 12:34:00,2024-12-08 12:48:00,14.0,8.02,tren
Vinaròs,Benicarló,2024-12-08 12:50:00,2024-12-08 12:56:00,6.0,6.16,tren
Benicarló,Castellón de la Plana,2024-12-08 12:58:00,2024-12-08 13:30:00,32.0,12.19,tren
Castellón de la Plana,Valencia,2024-12-08 13:32:00,2024-12-08 14:32:00,60.0,18.69,tren
Barcelona,la Secuita,2024-10-28 14:32:00,2024-10-28 15:07:00,35.0,12.89,tren
la Secuita,Lérida,2024-10-28 15:10:00,2024-10-28 15:40:00,30.0,11.73,tren
Lérida,Zaragoza,2024-10-28 15:42:00,2024-10-28 16:33:00,51.0,16.6,tren
Zaragoza,Tudela,2024-10-28 16:36:00,2024-10-28 17:19:00,43.0,14.75,tren
Tudela,Castejón,2024-10-28 17:20:00,2024-10-28 17:30:00,10.0,7.09,tren
Castejón,Tafalla,2024-10-28 17:33:00,2024-10-28 18:05:00,32.0,12.19,tren
Tafalla,Pamplona,2024-10-28 18:06:00,2024-10-28 18:41:00,35.0,12.89,tren
Pamplona,Altsasu/Alsasua,2024-10-28 18:46:00,2024-10-28 19:15:00,29.0,11.5,tren
Altsasu/Alsasua,Zumarraga,2024-10-28 19:17:00,2024-10-28 19:50:00,33.0,12.43,tren
Zumarraga,San Sebastián,2024-10-28 19:52:00,2024-10-28 20:53:00,61.0,18.92,tren
Barcelona,la Secuita,2024-12-08 14:32:00,2024-12-08 15:07:00,35.0,12.89,tren
la Secuita,Lérida,2024-12-08 15:10:00,2024-12-08 15:40:00,30.0,11.73,tren
Lérida,Zaragoza,2024-12-08 15:42:00,2024-12-08 16:33:00,51.0,16.6,tren
Zaragoza,Tudela,2024-12-08 16:36:00,2024-12-08 17:19:00,43.0,14.75,tren
Tudela,Castejón,2024-12-08 17:20:00,2024-12-08 17:30:00,10.0,7.09,tren
Castejón,Tafalla,2024-12-08 17:33:00,2024-12-08 18:05:00,32.0,12.19,tren
Tafalla,Pamplona,2024-12-08 18:06:00,2024-12-08 18:41:00,35.0,12.89,tren
Pamplona,Altsasu/Alsasua,2024-12-08 18:46:00,2024-12-08 19:15:00,29.0,11.5,tren
Altsasu/Alsasua,Zumarraga,2024-12-08 19:17:00,2024-12-08 19:50:00,33.0,12.43,tren
Zumarraga,San Sebastián,2024-12-08 19:52:00,2024-12-08 20:53:00,61.0,18.92,tren
Barcelona,la Secuita,2024-12-15 14:32:00,2024-12-15 15:07:00,35.0,12.89,tren
la Secuita,Lérida,2024-12-15 15:10:00,2024-12-15 15:40:00,30.0,11.73,tren
Lérida,Zaragoza,2024-12-15 15:42:00,2024-12-15 16:33:00,51.0,16.6,tren
Zaragoza,Tudela,2024-12-15 16:36:00,2024-12-15 17:19:00,43.0,14.75,tren
Tudela,Castejón,2024-12-15 17:20:00,2024-12-15 17:30:00,10.0,7.09,tren
Castejón,Tafalla,2024-12-15 17:33:00,2024-12-15 18:05:00,32.0,12.19,tren
Tafalla,Pamplona,2024-12-15 18:06:00,2024-12-15 18:41:00,35.0,12.89,tren
Pamplona,Altsasu/Alsasua,2024-12-15 18:46:00,2024-12-15 19:15:00,29.0,11.5,tren
Altsasu/Alsasua,Zumarraga,2024-12-15 19:17:00,2024-12-15 19:50:00,33.0,12.43,tren
Zumarraga,San Sebastián,2024-12-15 19:52:00,2024-12-15 20:53:00,61.0,18.92,tren
San Sebastián,Zumarraga,2024-10-28 07:02:00,2024-10-28 08:02:00,60.0,18.69,tren
Zumarraga,Altsasu/Alsasua,2024-10-28 08:03:00,2024-10-28 08:29:00,26.0,10.8,tren
Altsasu/Alsasua,Pamplona,2024-10-28 08:30:00,2024-10-28 09:00:00,30.0,11.73,tren
Pamplona,Tafalla,2024-10-28 09:05:00,2024-10-28 09:30:00,25.0,10.57,tren
Tafalla,Castejón,2024-10-28 09:31:00,2024-10-28 10:01:00,30.0,11.73,tren
Castejón,Tudela,2024-10-28 10:02:00,2024-10-28 10:18:00,16.0,8.48,tren
Tudela,Zaragoza,2024-10-28 10:19:00,2024-10-28 11:06:00,47.0,15.68,tren
Zaragoza,Lérida,2024-10-28 11:09:00,2024-10-28 11:58:00,49.0,16.14,tren
Lérida,la Secuita,2024-10-28 12:00:00,2024-10-28 12:31:00,31.0,11.96,tren
la Secuita,Barcelona,2024-10-28 12:33:00,2024-10-28 13:09:00,36.0,13.12,tren
San Sebastián,Zumarraga,2024-12-08 07:02:00,2024-12-08 08:02:00,60.0,18.69,tren
Zumarraga,Altsasu/Alsasua,2024-12-08 08:03:00,2024-12-08 08:29:00,26.0,10.8,tren
Altsasu/Alsasua,Pamplona,2024-12-08 08:30:00,2024-12-08 09:00:00,30.0,11.73,tren
Pamplona,Tafalla,2024-12-08 09:05:00,2024-12-08 09:30:00,25.0,10.57,tren
Tafalla,Castejón,2024-12-08 09:31:00,2024-12-08 10:01:00,30.0,11.73,tren
Castejón,Tudela,2024-12-08 10:02:00,2024-12-08 10:18:00,16.0,8.48,tren
Tudela,Zaragoza,2024-12-08 10:19:00,2024-12-08 11:06:00,47.0,15.68,tren
Zaragoza,Lérida,2024-12-08 11:09:00,2024-12-08 11:58:00,49.0,16.14,tren
Lérida,la Secuita,2024-12-08 12:00:00,2024-12-08 12:31:00,31.0,11.96,tren
la Secuita,Barcelona,2024-12-08 12:33:00,2024-12-08 13:09:00,36.0,13.12,tren
San Sebastián,Zumarraga,2024-12-15 07:02:00,2024-12-15 08:02:00,60.0,18.69,tren
Zumarraga,Altsasu/Alsasua,2024-12-15 08:03:00,2024-12-15 08:29:00,26.0,10.8,tren
Altsasu/Alsasua,Pamplona,2024-12-15 08:30:00,2024-12-15 09:00:00,30.0,11.73,tren
Pamplona,Tafalla,2024-12-15 09:05:00,2024-12-15 09:30:00,25.0,10.57,tren
Tafalla,Castejón,2024-12-15 09:31:00,2024-12-15 10:01:00,30.0,11.73,tren
Castejón,Tudela,2024-12-15 10:02:00,2024-12-15 10:18:00,16.0,8.48,tren
Tudela,Zaragoza,2024-12-15 10:19:00,2024-12-15 11:06:00,47.0,15.68,tren
Zaragoza,Lérida,2024-12-15 11:09:00,2024-12-15 11:58:00,49.0,16.14,tren
Lérida,la Secuita,2024-12-15 12:00:00,2024-12-15 12:31:00,31.0,11.96,tren
la Secuita,Barcelona,2024-12-15 12:33:00,2024-12-15 13:09:00,36.0,13.12,tren
Lugo,Sarria,2024-10-28 18:30:00,2024-10-28 18:53:00,23.0,10.11,tren
Sarria,Monforte de Lemos,2024-10-28 18:55:00,2024-10-28 19:31:00,36.0,13.12,tren
Monforte de Lemos,Ourense,2024-10-28 19:33:00,2024-10-28 20:15:00,42.0,14.51,tren
Lugo,Sarria,2024-12-08 18:30:00,2024-12-08 18:53:00,23.0,10.11,tren
Sarria,Monforte de Lemos,2024-12-08 18:55:00,2024-12-08 19:31:00,36.0,13.12,tren
Monforte de Lemos,Ourense,2024-12-08 19:33:00,2024-12-08 20:15:00,42.0,14.51,tren
Ourense,Monforte de Lemos,2024-10-28 23:00:00,2024-10-28 23:40:00,40.0,14.05,tren
Monforte de Lemos,Sarria,2024-10-28 23:42:00,2024-10-29 00:18:00,36.0,13.12,tren
Sarria,Lugo,2024-10-29 00:20:00,2024-10-29 00:45:00,25.0,10.57,tren
Ourense,Monforte de Lemos,2024-12-08 23:00:00,2024-12-08 23:40:00,40.0,14.05,tren
Monforte de Lemos,Sarria,2024-12-08 23:42:00,2024-12-09 00:18:00,36.0,13.12,tren
Sarria,Lugo,2024-12-09 00:20:00,2024-12-09 00:45:00,25.0,10.57,tren
Barcelona,la Secuita,2024-10-31 16:38:00,2024-10-31 17:13:00,35.0,12.89,tren
la Secuita,Lérida,2024-10-31 17:15:00,2024-10-31 17:46:00,31.0,11.96,tren
Lérida,Zaragoza,2024-10-31 17:48:00,2024-10-31 18:40:00,52.0,16.84,tren
Zaragoza,Tudela,2024-10-31 18:42:00,2024-10-31 19:22:00,40.0,14.05,tren
Tudela,Castejón,2024-10-31 19:23:00,2024-10-31 19:32:00,9.0,6.86,tren
Castejón,Tafalla,2024-10-31 19:33:00,2024-10-31 19:56:00,23.0,10.11,tren
Tafalla,Pamplona,2024-10-31 19:57:00,2024-10-31 20:32:00,35.0,12.89,tren
Barcelona,la Secuita,2024-11-03 16:38:00,2024-11-03 17:13:00,35.0,12.89,tren
la Secuita,Lérida,2024-11-03 17:15:00,2024-11-03 17:46:00,31.0,11.96,tren
Lérida,Zaragoza,2024-11-03 17:48:00,2024-11-03 18:40:00,52.0,16.84,tren
Zaragoza,Tudela,2024-11-03 18:42:00,2024-11-03 19:22:00,40.0,14.05,tren
Tudela,Castejón,2024-11-03 19:23:00,2024-11-03 19:32:00,9.0,6.86,tren
Castejón,Tafalla,2024-11-03 19:33:00,2024-11-03 19:56:00,23.0,10.11,tren
Tafalla,Pamplona,2024-11-03 19:57:00,2024-11-03 20:32:00,35.0,12.89,tren
Barcelona,la Secuita,2024-12-05 16:38:00,2024-12-05 17:13:00,35.0,12.89,tren
la Secuita,Lérida,2024-12-05 17:15:00,2024-12-05 17:46:00,31.0,11.96,tren
Lérida,Zaragoza,2024-12-05 17:48:00,2024-12-05 18:40:00,52.0,16.84,tren
Zaragoza,Tudela,2024-12-05 18:42:00,2024-12-05 19:22:00,40.0,14.05,tren
Tudela,Castejón,2024-12-05 19:23:00,2024-12-05 19:32:00,9.0,6.86,tren
Castejón,Tafalla,2024-12-05 19:33:00,2024-12-05 19:56:00,23.0,10.11,tren
Tafalla,Pamplona,2024-12-05 19:57:00,2024-12-05 20:32:00,35.0,12.89,tren
Barcelona,la Secuita,2024-12-08 16:38:00,2024-12-08 17:13:00,35.0,12.89,tren
la Secuita,Lérida,2024-12-08 17:15:00,2024-12-08 17:46:00,31.0,11.96,tren
Lérida,Zaragoza,2024-12-08 17:48:00,2024-12-08 18:40:00,52.0,16.84,tren
Zaragoza,Tudela,2024-12-08 18:42:00,2024-12-08 19:22:00,40.0,14.05,tren
Tudela,Castejón,2024-12-08 19:23:00,2024-12-08 19:32:00,9.0,6.86,tren
Castejón,Tafalla,2024-12-08 19:33:00,2024-12-08 19:56:00,23.0,10.11,tren
Tafalla,Pamplona,2024-12-08 19:57:00,2024-12-08 20:32:00,35.0,12.89,tren
Barcelona,la Secuita,2024-12-15 16:38:00,2024-12-15 17:13:00,35.0,12.89,tren
la Secuita,Lérida,2024-12-15 17:15:00,2024-12-15 17:46:00,31.0,11.96,tren
Lérida,Zaragoza,2024-12-15 17:48:00,2024-12-15 18:40:00,52.0,16.84,tren
Zaragoza,Tudela,2024-12-15 18:42:00,2024-12-15 19:22:00,40.0,14.05,tren
Tudela,Castejón,2024-12-15 19:23:00,2024-12-15 19:32:00,9.0,6.86,tren
Castejón,Tafalla,2024-12-15 19:33:00,2024-12-15 19:56:00,23.0,10.11,tren
Tafalla,Pamplona,2024-12-15 19:57:00,2024-12-15 20:32:00,35.0,12.89,tren
Pamplona,Tafalla,2024-10-28 16:10:00,2024-10-28 16:35:00,25.0,10.57,tren
Tafalla,Castejón,2024-10-28 16:36:00,2024-10-28 16:58:00,22.0,9.87,tren
Castejón,Tudela,2024-10-28 16:59:00,2024-10-28 17:07:00,8.0,6.62,tren
Tudela,Zaragoza,2024-10-28 17:08:00,2024-10-28 17:44:00,36.0,13.12,tren
Zaragoza,Lérida,2024-10-28 17:47:00,2024-10-28 18:37:00,50.0,16.37,tren
Lérida,la Secuita,2024-10-28 18:39:00,2024-10-28 19:08:00,29.0,11.5,tren
la Secuita,Barcelona,2024-10-28 19:10:00,2024-10-28 19:55:00,45.0,15.21,tren
Pamplona,Tafalla,2024-12-08 16:10:00,2024-12-08 16:35:00,25.0,10.57,tren
Tafalla,Castejón,2024-12-08 16:36:00,2024-12-08 16:58:00,22.0,9.87,tren
Castejón,Tudela,2024-12-08 16:59:00,2024-12-08 17:07:00,8.0,6.62,tren
Tudela,Zaragoza,2024-12-08 17:08:00,2024-12-08 17:44:00,36.0,13.12,tren
Zaragoza,Lérida,2024-12-08 17:47:00,2024-12-08 18:37:00,50.0,16.37,tren
Lérida,la Secuita,2024-12-08 18:39:00,2024-12-08 19:08:00,29.0,11.5,tren
la Secuita,Barcelona,2024-12-08 19:10:00,2024-12-08 19:55:00,45.0,15.21,tren
Pamplona,Tafalla,2024-12-15 16:10:00,2024-12-15 16:35:00,25.0,10.57,tren
Tafalla,Castejón,2024-12-15 16:36:00,2024-12-15 16:58:00,22.0,9.87,tren
Castejón,Tudela,2024-12-15 16:59:00,2024-12-15 17:07:00,8.0,6.62,tren
Tudela,Zaragoza,2024-12-15 17:08:00,2024-12-15 17:44:00,36.0,13.12,tren
Zaragoza,Lérida,2024-12-15 17:47:00,2024-12-15 18:37:00,50.0,16.37,tren
Lérida,la Secuita,2024-12-15 18:39:00,2024-12-15 19:08:00,29.0,11.5,tren
la Secuita,Barcelona,2024-12-15 19:10:00,2024-12-15 19:55:00,45.0,15.21,tren
Pamplona,Tafalla,2025-01-05 16:10:00,2025-01-05 16:35:00,25.0,10.57,tren
Tafalla,Castejón,2025-01-05 16:36:00,2025-01-05 16:58:00,22.0,9.87,tren
Castejón,Tudela,2025-01-05 16:59:00,2025-01-05 17:07:00,8.0,6.62,tren
Tudela,Zaragoza,2025-01-05 17:08:00,2025-01-05 17:44:00,36.0,13.12,tren
Zaragoza,Lérida,2025-01-05 17:47:00,2025-01-05 18:37:00,50.0,16.37,tren
Lérida,la Secuita,2025-01-05 18:39:00,2025-01-05 19:08:00,29.0,11.5,tren
la Secuita,Barcelona,2025-01-05 19:10:00,2025-01-05 19:55:00,45.0,15.21,tren
Pamplona,Tafalla,2025-01-07 16:10:00,2025-01-07 16:35:00,25.0,10.57,tren
Tafalla,Castejón,2025-01-07 16:36:00,2025-01-07 16:58:00,22.0,9.87,tren
Castejón,Tudela,2025-01-07 16:59:00,2025-01-07 17:07:00,8.0,6.62,tren
Tudela,Zaragoza,2025-01-07 17:08:00,2025-01-07 17:44:00,36.0,13.12,tren
Zaragoza,Lérida,2025-01-07 17:47:00,2025-01-07 18:37:00,50.0,16.37,tren
Lérida,la Secuita,2025-01-07 18:39:00,2025-01-07 19:08:00,29.0,11.5,tren
la Secuita,Barcelona,2025-01-07 19:10:00,2025-01-07 19:55:00,45.0,15.21,tren
Pamplona,Tafalla,2024-11-01 09:00:00,2024-11-01 09:24:00,24.0,10.34,tren
Tafalla,Castejón,2024-11-01 09:25:00,2024-11-01 09:51:00,26.0,10.8,tren
Castejón,Tudela,2024-11-01 09:52:00,2024-11-01 10:03:00,11.0,7.32,tren
Tudela,Calatayud,2024-11-01 10:04:00,2024-11-01 11:12:00,68.0,20.55,tren
Calatayud,Valdeluz,2024-11-01 11:13:00,2024-11-01 12:01:00,48.0,15.91,tren
Valdeluz,Madrid,2024-11-01 12:02:00,2024-11-01 12:30:00,28.0,11.27,tren
Pamplona,Tafalla,2024-12-08 09:00:00,2024-12-08 09:24:00,24.0,10.34,tren
Tafalla,Castejón,2024-12-08 09:25:00,2024-12-08 09:51:00,26.0,10.8,tren
Castejón,Tudela,2024-12-08 09:52:00,2024-12-08 10:03:00,11.0,7.32,tren
Tudela,Calatayud,2024-12-08 10:04:00,2024-12-08 11:12:00,68.0,20.55,tren
Calatayud,Valdeluz,2024-12-08 11:13:00,2024-12-08 12:01:00,48.0,15.91,tren
Valdeluz,Madrid,2024-12-08 12:02:00,2024-12-08 12:30:00,28.0,11.27,tren
Madrid,Tudela,2024-10-28 07:35:00,2024-10-28 09:32:00,117.0,31.92,tren
Tudela,Castejón,2024-10-28 09:33:00,2024-10-28 09:43:00,10.0,7.09,tren
Castejón,Tafalla,2024-10-28 09:44:00,2024-10-28 10:07:00,23.0,10.11,tren
Tafalla,Pamplona,2024-10-28 10:08:00,2024-10-28 10:34:00,26.0,10.8,tren
Madrid,Tudela,2024-11-02 07:35:00,2024-11-02 09:32:00,117.0,31.92,tren
Tudela,Castejón,2024-11-02 09:33:00,2024-11-02 09:43:00,10.0,7.09,tren
Castejón,Tafalla,2024-11-02 09:44:00,2024-11-02 10:07:00,23.0,10.11,tren
Tafalla,Pamplona,2024-11-02 10:08:00,2024-11-02 10:34:00,26.0,10.8,tren
Madrid,Tudela,2024-12-08 07:35:00,2024-12-08 09:32:00,117.0,31.92,tren
Tudela,Castejón,2024-12-08 09:33:00,2024-12-08 09:43:00,10.0,7.09,tren
Castejón,Tafalla,2024-12-08 09:44:00,2024-12-08 10:07:00,23.0,10.11,tren
Tafalla,Pamplona,2024-12-08 10:08:00,2024-12-08 10:34:00,26.0,10.8,tren
Pamplona,Calatayud,2024-10-28 11:20:00,2024-10-28 13:14:00,114.0,31.22,tren
Calatayud,Valdeluz,2024-10-28 13:15:00,2024-10-28 14:05:00,50.0,16.37,tren
Valdeluz,Madrid,2024-10-28 14:06:00,2024-10-28 14:31:00,25.0,10.57,tren
Pamplona,Calatayud,2024-11-01 11:20:00,2024-11-01 13:14:00,114.0,31.22,tren
Calatayud,Valdeluz,2024-11-01 13:15:00,2024-11-01 14:05:00,50.0,16.37,tren
Valdeluz,Madrid,2024-11-01 14:06:00,2024-11-01 14:31:00,25.0,10.57,tren
Pamplona,Calatayud,2024-12-08 11:20:00,2024-12-08 13:14:00,114.0,31.22,tren
Calatayud,Valdeluz,2024-12-08 13:15:00,2024-12-08 14:05:00,50.0,16.37,tren
Valdeluz,Madrid,2024-12-08 14:06:00,2024-12-08 14:31:00,25.0,10.57,tren
Madrid,Valdeluz,2024-11-01 09:35:00,2024-11-01 09:59:00,24.0,10.34,tren
Valdeluz,Calatayud,2024-11-01 10:00:00,2024-11-01 10:44:00,44.0,14.98,tren
Calatayud,Tudela,2024-11-01 10:45:00,2024-11-01 11:40:00,55.0,17.53,tren
Tudela,Castejón,2024-11-01 11:41:00,2024-11-01 11:53:00,12.0,7.55,tren
Castejón,Tafalla,2024-11-01 11:54:00,2024-11-01 12:19:00,25.0,10.57,tren
Tafalla,Pamplona,2024-11-01 12:20:00,2024-11-01 12:48:00,28.0,11.27,tren
Madrid,Valdeluz,2024-12-08 09:35:00,2024-12-08 09:59:00,24.0,10.34,tren
Valdeluz,Calatayud,2024-12-08 10:00:00,2024-12-08 10:44:00,44.0,14.98,tren
Calatayud,Tudela,2024-12-08 10:45:00,2024-12-08 11:40:00,55.0,17.53,tren
Tudela,Castejón,2024-12-08 11:41:00,2024-12-08 11:53:00,12.0,7.55,tren
Castejón,Tafalla,2024-12-08 11:54:00,2024-12-08 12:19:00,25.0,10.57,tren
Tafalla,Pamplona,2024-12-08 12:20:00,2024-12-08 12:48:00,28.0,11.27,tren
Madrid,Valdeluz,2024-10-28 10:35:00,2024-10-28 10:59:00,24.0,10.34,tren
Valdeluz,Calatayud,2024-10-28 11:00:00,2024-10-28 11:46:00,46.0,15.44,tren
Calatayud,Tudela,2024-10-28 11:47:00,2024-10-28 12:49:00,62.0,19.16,tren
Tudela,Tafalla,2024-10-28 12:50:00,2024-10-28 13:20:00,30.0,11.73,tren
Tafalla,Pamplona,2024-10-28 13:21:00,2024-10-28 13:46:00,25.0,10.57,tren
Madrid,Valdeluz,2024-11-01 10:35:00,2024-11-01 10:59:00,24.0,10.34,tren
Valdeluz,Calatayud,2024-11-01 11:00:00,2024-11-01 11:46:00,46.0,15.44,tren
Calatayud,Tudela,2024-11-01 11:47:00,2024-11-01 12:49:00,62.0,19.16,tren
Tudela,Tafalla,2024-11-01 12:50:00,2024-11-01 13:20:00,30.0,11.73,tren
Tafalla,Pamplona,2024-11-01 13:21:00,2024-11-01 13:46:00,25.0,10.57,tren
Madrid,Valdeluz,2024-12-08 10:35:00,2024-12-08 10:59:00,24.0,10.34,tren
Valdeluz,Calatayud,2024-12-08 11:00:00,2024-12-08 11:46:00,46.0,15.44,tren
Calatayud,Tudela,2024-12-08 11:47:00,2024-12-08 12:49:00,62.0,19.16,tren
Tudela,Tafalla,2024-12-08 12:50:00,2024-12-08 13:20:00,30.0,11.73,tren
Tafalla,Pamplona,2024-12-08 13:21:00,2024-12-08 13:46:00,25.0,10.57,tren
Pamplona,Tafalla,2024-10-28 15:08:00,2024-10-28 15:34:00,26.0,10.8,tren
Tafalla,Tudela,2024-10-28 15:35:00,2024-10-28 16:08:00,33.0,12.43,tren
Tudela,Madrid,2024-10-28 16:09:00,2024-10-28 18:18:00,129.0,34.7,tren
Pamplona,Tafalla,2024-11-01 15:08:00,2024-11-01 15:34:00,26.0,10.8,tren
Tafalla,Tudela,2024-11-01 15:35:00,2024-11-01 16:08:00,33.0,12.43,tren
Tudela,Madrid,2024-11-01 16:09:00,2024-11-01 18:18:00,129.0,34.7,tren
Pamplona,Tafalla,2024-12-08 15:08:00,2024-12-08 15:34:00,26.0,10.8,tren
Tafalla,Tudela,2024-12-08 15:35:00,2024-12-08 16:08:00,33.0,12.43,tren
Tudela,Madrid,2024-12-08 16:09:00,2024-12-08 18:18:00,129.0,34.7,tren
Pamplona,Tafalla,2024-10-31 18:25:00,2024-10-31 18:51:00,26.0,10.8,tren
Tafalla,Tudela,2024-10-31 18:52:00,2024-10-31 19:29:00,37.0,13.35,tren
Tudela,Madrid,2024-10-31 19:30:00,2024-10-31 21:30:00,120.0,32.62,tren
Pamplona,Tafalla,2024-11-02 18:25:00,2024-11-02 18:51:00,26.0,10.8,tren
Tafalla,Tudela,2024-11-02 18:52:00,2024-11-02 19:29:00,37.0,13.35,tren
Tudela,Madrid,2024-11-02 19:30:00,2024-11-02 21:30:00,120.0,32.62,tren
Pamplona,Tafalla,2024-12-05 18:25:00,2024-12-05 18:51:00,26.0,10.8,tren
Tafalla,Tudela,2024-12-05 18:52:00,2024-12-05 19:29:00,37.0,13.35,tren
Tudela,Madrid,2024-12-05 19:30:00,2024-12-05 21:30:00,120.0,32.62,tren
Pamplona,Tafalla,2024-12-08 18:25:00,2024-12-08 18:51:00,26.0,10.8,tren
Tafalla,Tudela,2024-12-08 18:52:00,2024-12-08 19:29:00,37.0,13.35,tren
Tudela,Madrid,2024-12-08 19:30:00,2024-12-08 21:30:00,120.0,32.62,tren
Madrid,Valdeluz,2024-10-28 14:50:00,2024-10-28 15:15:00,25.0,10.57,tren
Valdeluz,Calatayud,2024-10-28 15:16:00,2024-10-28 16:09:00,53.0,17.07,tren
Calatayud,Tudela,2024-10-28 16:10:00,2024-10-28 17:04:00,54.0,17.3,tren
Tudela,Tafalla,2024-10-28 17:05:00,2024-10-28 17:38:00,33.0,12.43,tren
Tafalla,Pamplona,2024-10-28 17:39:00,2024-10-28 18:22:00,43.0,14.75,tren
Madrid,Valdeluz,2024-11-01 14:50:00,2024-11-01 15:15:00,25.0,10.57,tren
Valdeluz,Calatayud,2024-11-01 15:16:00,2024-11-01 16:09:00,53.0,17.07,tren
Calatayud,Tudela,2024-11-01 16:10:00,2024-11-01 17:04:00,54.0,17.3,tren
Tudela,Tafalla,2024-11-01 17:05:00,2024-11-01 17:38:00,33.0,12.43,tren
